subjectCode,MSVList,numberStudents
PHY2302E QTL,"[21000164, 21001030, 21002197, 21003811, 21004537, 21004591, 21004828, 21005398, 21005622, 21005634, 21005811, 21006160, 21006607, 21007402, 21008432, 21008452, 21008990, 21009184, 21009218, 21009851]",20
PHY2303 TNL,"[18006357, 18007315, 18008169, 20001025, 21000015, 21000610, 21001710, 21003103, 21003441, 21004565, 21004962, 21006555, 21007620, 21008097]",14
PHY2304,"[16005006, 16006825, 16011200, 16015559, 17002391, 17014568, 17017310, 17018714, 18000174, 18000176, 18000389, 18000613, 18000842, 18000956, 18002036, 18002119, 18002957, 18003053, 18003270, 18003767, 18004449, 18004717, 18005042, 18005721, 18006178, 18007053, 18007691, 18007800, 18008063, 18008082, 18008380, 18008511, 18008866, 18013292, 18013423, 18014449, 18014558, 18018197, 18018537, 18019822, 19000213, 19000528, 19001195, 19001899, 19002462, 19004739, 19006182, 19006526, 19007179, 19007363, 19009297, 19009601, 19009840, 20000006, 20000071, 20000097, 20000108, 20000164, 20000213, 20000245, 20000283, 20000327, 20000348, 20000445, 20000791, 20000972, 20000997, 20001030, 20001035, 20001078, 20001133, 20001160, 20001171, 20001195, 20001229, 20001244, 20001322, 20001352, 20001398, 20001510, 20001597, 20001810, 20001818, 20001872, 20001959, 20001996, 20002012, 20002130, 20002157, 20002193, 20002196, 20002211, 20002218, 20002265, 20002277, 20002294, 20002329, 20002340, 20002355, 20002462, 20002470, 20002602, 20002670, 20002729, 20002743, 20002917, 20002935, 20002982, 20003019, 20003032, 20003045, 20003103, 20003251, 20003268, 20003298, 20003441, 20003444, 20003456, 20003510, 20003556, 20003609, 20003667, 20003697, 20003703, 20003717, 20003729, 20003743, 20003780, 20003798, 20003818, 20003857, 20003921, 20003945, 20003966, 20004025, 20004085, 20004087, 20004129, 20004130, 20004222, 20004386, 20004400, 20004416, 20004453, 20004514, 20004537, 20004591, 20004591, 20004716, 20004733, 20004781, 20004797, 20004826, 20004828, 20004868, 20004886, 20004934, 20004959, 20004962, 20005136, 20005211, 20005311, 20005481, 20005503, 20005525, 20005525, 20005580, 20005596, 20005622, 20005623, 20005624, 20005811, 20005811, 20005825, 20005893, 20005899, 20005988, 20005993, 20006004, 20006115, 20006133, 20006156, 20006355, 20006365, 20006442, 20006537, 20006588, 20006598, 20006651, 20006702, 20006782, 20006879, 20006930, 20007018, 20007060, 20007079, 20007159, 20007282, 20007293, 20007402, 20007424, 20007481, 20007493, 20007545, 20007575, 20007620, 20007620, 20007784, 20007820, 20007835, 20007893, 20007975, 20007981, 20008063, 20008129, 20008132, 20008150, 20008194, 20008216, 20008217, 20008247, 20008258, 20008311, 20008393, 20008452, 20008471, 20008511, 20008554, 20008584, 20008731, 20008804, 20008858, 20008866, 20008990, 20009002, 20009051, 20009212, 20009237, 20009326, 20009555, 20009664, 20009685, 20009702, 20009704, 20009817, 20009958, 21000283, 21000821, 21001059, 21003364, 21003911, 21004659, 21006110, 21006537, 21007030, 21007060, 21009564, 21009692]",258
PHY2304E QTL,"[18002480, 19004270, 19006721, 20001212, 20001820, 20002876, 20003718, 20003857, 20003882, 20003892, 20004437, 20004492, 20004666, 20005337, 20005563, 20005976, 20007593, 20007870, 20008097, 20009069, 20009354]",21
PHY2306,"[12008182, 17003780, 18000006, 18000176, 18000972, 18000973, 18001726, 18001788, 18002012, 18002136, 18002152, 18002957, 18003000, 18003089, 18003270, 18003403, 18003697, 18003798, 18003892, 18004270, 18004511, 18004765, 18004781, 18005443, 18005563, 18005580, 18005811, 18006249, 18006446, 18006548, 18006651, 18006672, 18007221, 18007254, 18007437, 18007495, 18007897, 18007956, 18008063, 18008224, 18008511, 18008981, 18009297, 18009326, 18009685, 18014558, 18014828, 19001899, 19002462, 19003019, 19004591, 19005624, 19006612, 19006782, 19009051, 19009069, 20003717, 21000624, 21001490, 21004886, 21007060, 21009435]",62
PHY2306E QTL,"[19000033, 19000093, 19003717, 19003798, 19004270, 19005040, 19005643, 19006452, 19006607, 19006693, 19006721, 19007948, 19009324, 20005976, 20006526]",15
PHY2310,"[17001615, 18007054, 20000071, 20000164, 20000327, 20001030, 20001078, 20001160, 20001171, 20001352, 20001510, 20001810, 20001818, 20001996, 20002193, 20002196, 20002265, 20002982, 20003103, 20003298, 20003441, 20003510, 20003551, 20003729, 20003966, 20004087, 20004130, 20004222, 20004382, 20004386, 20004537, 20004591, 20004591, 20004716, 20004826, 20004828, 20004886, 20004959, 20005311, 20005525, 20005811, 20005893, 20006133, 20006598, 20007060, 20007293, 20007402, 20007493, 20007545, 20007620, 20007620, 20007784, 20007835, 20008132, 20008216, 20008258, 20008393, 20008452, 20009051, 20009212, 20009817, 20009958, 21002565]",63
PHY2500,"[17010957, 19000058, 20001286, 20002294, 20002470, 20003889, 21000250, 21000287, 21000328, 21000445, 21000479, 21000963, 21001285, 21001322, 21001408, 21001858, 21001973, 21002515, 21002563, 21002657, 21002782, 21002787, 21003156, 21003344, 21003404, 21003605, 21004075, 21004245, 21004319, 21004481, 21004721, 21004760, 21004824, 21004913, 21004926, 21005079, 21005302, 21005869, 21006389, 21006598, 21006750, 21006943, 21007299, 21007611, 21007904, 21007971, 21008750, 21008757, 21008998, 21009499, 21009692, 21009943]",52
PHY2502,"[20000108, 20000245, 20000348, 20000493, 20001035, 20001133, 20001244, 20001310, 20001322, 20001398, 20001597, 20001872, 20001959, 20002130, 20002294, 20002329, 20002340, 20002355, 20002470, 20002602, 20002670, 20002917, 20002935, 20003032, 20003045, 20003298, 20003456, 20003556, 20003857, 20003921, 20003945, 20004025, 20004357, 20004400, 20004416, 20004453, 20004637, 20004728, 20004744, 20004868, 20005061, 20005083, 20005136, 20005211, 20005481, 20005576, 20005825, 20005899, 20005988, 20005993, 20006004, 20006050, 20006365, 20006442, 20006548, 20006879, 20006889, 20007159, 20007282, 20007481, 20007670, 20007820, 20008129, 20008311, 20008471, 20008731, 20008963, 20009002, 20009010, 20009664, 20009702, 20009704, 21001285, 21006763, 21009943]",75
PHY3163,"[17011200, 17015011, 18007691, 18008380, 18008866, 18009239, 18014449, 18018516, 18018537, 19000321, 19000376, 19000528, 19001195, 19002188, 19002553, 19003254, 19004066, 19004739, 19005751, 19006089, 19006182, 19006898, 19007049, 19008045, 19008070, 19008210, 19008303, 19008732, 20000006, 20000972, 20001195, 20001229, 20002012, 20002211, 20002218, 20002277, 20002462, 20002729, 20002743, 20003019, 20003609, 20003667, 20003697, 20003703, 20003780, 20003798, 20003818, 20004514, 20004781, 20005503, 20005580, 20005624, 20005811, 20006115, 20006156, 20006588, 20006782, 20007079, 20007424, 20007975, 20008150, 20008217, 20008511, 20008554, 20008858, 20008866, 20009237, 20009326, 20009555, 20009685]",70
PHY3163 QTL,"[17003974, 20001212, 20001820, 20002524, 20002876, 20003718, 20003857, 20003882, 20003892, 20004437, 20004492, 20004666, 20005337, 20005563, 20005976, 20007593, 20007870, 20008097, 20009069, 20009354]",20
PHY3167,"[17001615, 17007082, 18000006, 18002136, 18003818, 18005563, 19000213, 19000791, 19000888, 19000972, 19001229, 19001726, 19002157, 19002211, 19002277, 19002411, 19002524, 19003609, 19004520, 19004666, 19004781, 19005208, 19005811, 19006115, 19006156, 19006377, 19006379, 19006380, 19006446, 19006548, 19006588, 19006651, 19006651, 19006706, 19007054, 19007079, 19007424, 19007495, 19008150, 19008217, 19008511, 19009297, 19009685, 21003174]",44
PHY3301,"[18002033, 20000006, 20000045, 20000071, 20000164, 20000213, 20000339, 20000791, 20001030, 20001078, 20001160, 20001171, 20001195, 20001810, 20001818, 20001996, 20002157, 20002982, 20003103, 20003703, 20004085, 20004222, 20004386, 20004514, 20004591, 20004591, 20004781, 20004828, 20004959, 20004962, 20005503, 20005623, 20005624, 20005893, 20006115, 20006156, 20006598, 20007293, 20007545, 20007720, 20008063, 20008132, 20008150, 20008217, 20008258, 20008393, 20008452, 20009051, 20009555, 20009685, 21000339, 21000445, 21002565, 21003083, 21003174, 21004129]",56
PHY3302,"[18003089, 18005563, 18009685, 19000213, 19000888, 19000972, 19001229, 19001726, 19002157, 19002211, 19002277, 19002411, 19002524, 19002743, 19003609, 19004520, 19004666, 19004781, 19005208, 19005811, 19006115, 19006156, 19006377, 19006379, 19006380, 19006446, 19006548, 19006588, 19006651, 19006651, 19006706, 19007054, 19007079, 19007424, 19007495, 19008150, 19008511, 19009297, 19009685, 20000108, 20000245, 20000339, 20000348, 20000493, 20001035, 20001133, 20001244, 20001310, 20001322, 20001597, 20001872, 20001959, 20001996, 20002130, 20002265, 20002294, 20002355, 20002602, 20002670, 20002917, 20002935, 20003045, 20003298, 20003444, 20003456, 20003510, 20003556, 20003729, 20003921, 20003945, 20003966, 20004025, 20004087, 20004400, 20004453, 20004537, 20004637, 20004728, 20004744, 20004934, 20005061, 20005136, 20005211, 20005481, 20005576, 20005825, 20005899, 20005988, 20005993, 20006004, 20006050, 20006365, 20006442, 20006548, 20006889, 20006930, 20007159, 20007282, 20007481, 20007620, 20007670, 20007820, 20007835, 20008129, 20008311, 20008471, 20008731, 20008963, 20009002, 20009010, 20009664, 20009702, 20009704, 20009817, 21006943, 21007345, 21008923, 21009692]",118
PHY3303,[],0
PHY3314,"[20000283, 20000997, 20003268, 20003444, 20003743, 20004129, 20004733, 20004934, 20005525, 20005596, 20006355, 20006537, 20006930, 20007575, 20007893, 20007981, 20008247, 20008584, 20008804, 20008990]",20
PHY3346 TNL,"[19000288, 19002913, 19003794]",3
PHY3508,"[16006275, 17001615, 17003083, 17003974, 18001106, 18002480, 18002876, 19000229, 19000260, 19000321, 19000447, 19000660, 19000701, 19001084, 19001121, 19001195, 19002188, 19002553, 19002773, 19003254, 19003398, 19003594, 19003667, 19004066, 19004180, 19004492, 19004612, 19005420, 19005751, 19005965, 19006025, 19006898, 19007049, 19007179, 19007744, 19007975, 19008045, 19008070, 19008170, 19008194, 19008210, 19008303, 19008479, 19008552, 19008595, 19008732, 19009354, 19009384, 19009601, 19009840, 20003609, 20008866]",52
PHY3508 TNL,"[17002391, 18000613, 19000288, 19002815, 19002913, 19003703, 19003794]",7
PHY3508E QTL,"[19000033, 19000093, 19003717, 19003798, 19004270, 19005040, 19005643, 19006452, 19006607, 19006693, 19006721, 19007948, 19009324, 20006526]",14
PHY3605E QTL,"[18008169, 20001212, 20001820, 20002524, 20002876, 20003718, 20003857, 20003882, 20003892, 20004437, 20004492, 20004666, 20005337, 20005563, 20005976, 20006526, 20007593, 20007870, 20008097, 20009069, 20009354]",21
PHY3606,"[16011200, 16015559, 17011200, 17015011, 18001106, 18002876, 18008866, 18011729, 18013371, 18016815, 18017410, 18018537, 19000229, 19000321, 19000376, 19000447, 19000544, 19000660, 19000701, 19001018, 19001084, 19001121, 19001195, 19002188, 19002553, 19002773, 19003254, 19003398, 19003594, 19003667, 19004066, 19004180, 19004385, 19004612, 19004739, 19005420, 19005751, 19005965, 19006025, 19006089, 19006182, 19006804, 19006898, 19007049, 19007179, 19007363, 19007744, 19008045, 19008070, 19008170, 19008194, 19008210, 19008303, 19008479, 19008552, 19008595, 19008732, 19009354, 19009384, 19009601, 19009840, 19010899, 19012130, 19012611, 19014828, 19015255, 19016930, 19017424, 19019699, 20006588, 20006782, 20008150]",72
PHY3606 TNL,"[18000613, 18007315, 18008169, 20000150, 20001025, 20003608, 20006377, 20006706, 20009384]",9
PHY3608,"[18001106, 18002876, 19000260, 19000321, 19000376, 19000447, 19000528, 19000660, 19000701, 19001018, 19001084, 19001195, 19001931, 19002188, 19002553, 19002773, 19003254, 19003594, 19003667, 19004066, 19004180, 19004385, 19004492, 19004612, 19004739, 19005420, 19005751, 19005965, 19006025, 19006089, 19006182, 19006804, 19006898, 19007179, 19007363, 19007744, 19007975, 19008045, 19008070, 19008170, 19008194, 19008210, 19008303, 19008479, 19008552, 19008595, 19008732, 19009354, 19009384, 19009601, 19009840, 20003697]",52
PHY3608 TNL,"[18007897, 19000288, 19002815, 19002913, 19003703, 19003794, 19005017, 19009326, 20000150, 20003608, 20006380]",11
PHY3608E QTL,"[19000033, 19000093, 19003717, 19003798, 19004270, 19005040, 19005643, 19006452, 19006607, 19006693, 19006721, 19007948, 19009324]",13
PHY3609,"[17003974, 18007457, 20000108, 20000245, 20000348, 20000493, 20001035, 20001133, 20001244, 20001310, 20001322, 20001398, 20001597, 20001872, 20001959, 20002130, 20002340, 20002355, 20002470, 20002670, 20002917, 20002935, 20003032, 20003045, 20003298, 20003456, 20003556, 20003697, 20003857, 20003921, 20003945, 20004025, 20004357, 20004400, 20004416, 20004637, 20004728, 20004744, 20004868, 20005061, 20005083, 20005136, 20005211, 20005481, 20005576, 20005899, 20005988, 20005993, 20006004, 20006050, 20006365, 20006442, 20006548, 20006879, 20006889, 20007159, 20007282, 20007481, 20007670, 20007811, 20007820, 20008129, 20008311, 20008471, 20008731, 20008963, 20009002, 20009664, 20009702, 20009704]",70
PHY3624,"[19002665, 19005132, 20000108, 20000245, 20000348, 20000493, 20001035, 20001133, 20001244, 20001310, 20001322, 20001398, 20001597, 20001872, 20001959, 20002130, 20002294, 20002329, 20002340, 20002355, 20002470, 20002602, 20002670, 20002917, 20002935, 20003032, 20003045, 20003298, 20003456, 20003556, 20003857, 20003921, 20003945, 20004025, 20004357, 20004400, 20004416, 20004453, 20004637, 20004728, 20004744, 20004868, 20005061, 20005083, 20005136, 20005211, 20005481, 20005576, 20005825, 20005899, 20005988, 20005993, 20006004, 20006050, 20006365, 20006442, 20006548, 20006879, 20006889, 20007159, 20007282, 20007481, 20007670, 20007811, 20007820, 20008129, 20008311, 20008471, 20008731, 20008963, 20009002, 20009010, 20009664, 20009702, 20009704, 21004300]",76
POL1001,"[16008485, 17000235, 17000610, 17001114, 17002391, 17003974, 17006598, 17006908, 17103491, 17105588, 17108599, 18000229, 18000314, 18000521, 18000544, 18001199, 18001343, 18001650, 18002541, 18002899, 18003212, 18003268, 18003594, 18003608, 18003697, 18004098, 18004159, 18004238, 18004261, 18004659, 18004739, 18005880, 18005895, 18006929, 18007052, 18007322, 18007467, 18007575, 18007794, 18007889, 18008080, 18008377, 18008398, 18008468, 18008590, 18008905, 18008909, 18009108, 18009277, 18009321, 18009354, 18101654, 18101886, 18106181, 18106555, 19000199, 19000254, 19000314, 19000320, 19000595, 19000601, 19000767, 19000770, 19000891, 19001031, 19001064, 19001097, 19001121, 19001171, 19001210, 19001352, 19001710, 19001723, 19001741, 19001855, 19001992, 19002188, 19002233, 19002302, 19002481, 19002573, 19002746, 19002845, 19002848, 19002867, 19003152, 19003187, 19003228, 19003254, 19003403, 19003507, 19003951, 19004028, 19004128, 19004159, 19004162, 19004223, 19004285, 19004565, 19004591, 19004693, 19004746, 19004771, 19004813, 19004901, 19004926, 19004996, 19005079, 19005150, 19005255, 19005287, 19005420, 19005530, 19005580, 19005705, 19005751, 19005898, 19005934, 19006057, 19006115, 19006154, 19006216, 19006407, 19006693, 19006908, 19006950, 19007046, 19007060, 19007155, 19007246, 19007254, 19007405, 19007419, 19007583, 19007742, 19007758, 19007807, 19007835, 19007893, 19007919, 19008070, 19008248, 19008258, 19008272, 19008303, 19008391, 19008445, 19008828, 19008876, 19008903, 19008947, 19008969, 19009046, 19009078, 19009218, 19009280, 19009348, 19009352, 19009557, 19009590, 19009685, 19009818, 19009897, 19009979, 19010025, 19012889, 19016596, 19017263, 19017270, 19017371, 19102099, 19103363, 19108037, 20000006, 20000012, 20000038, 20000045, 20000095, 20000097, 20000098, 20000137, 20000149, 20000169, 20000176, 20000191, 20000212, 20000213, 20000229, 20000245, 20000254, 20000259, 20000288, 20000299, 20000320, 20000329, 20000378, 20000380, 20000394, 20000412, 20000416, 20000424, 20000445, 20000481, 20000496, 20000515, 20000521, 20000527, 20000545, 20000555, 20000583, 20000621, 20000624, 20000660, 20000665, 20000701, 20000701, 20000740, 20000758, 20000777, 20000821, 20000833, 20000897, 20000903, 20000908, 20000908, 20000923, 20000950, 20000954, 20000962, 20000963, 20001015, 20001018, 20001031, 20001064, 20001097, 20001108, 20001133, 20001144, 20001197, 20001206, 20001240, 20001243, 20001258, 20001266, 20001304, 20001310, 20001317, 20001329, 20001335, 20001337, 20001352, 20001371, 20001408, 20001411, 20001423, 20001426, 20001441, 20001469, 20001495, 20001543, 20001550, 20001565, 20001582, 20001603, 20001610, 20001628, 20001669, 20001679, 20001691, 20001703, 20001724, 20001728, 20001729, 20001741, 20001759, 20001763, 20001767, 20001801, 20001803, 20001819, 20001828, 20001838, 20001861, 20001877, 20001896, 20001922, 20001931, 20001940, 20001945, 20001946, 20001959, 20001978, 20001980, 20002119, 20002176, 20002183, 20002193, 20002210, 20002211, 20002231, 20002246, 20002265, 20002277, 20002288, 20002302, 20002358, 20002400, 20002415, 20002505, 20002558, 20002565, 20002566, 20002573, 20002606, 20002612, 20002657, 20002658, 20002696, 20002743, 20002841, 20002897, 20002899, 20002917, 20002922, 20002943, 20002962, 20002966, 20003032, 20003041, 20003048, 20003053, 20003076, 20003088, 20003089, 20003089, 20003146, 20003155, 20003171, 20003174, 20003174, 20003184, 20003187, 20003195, 20003216, 20003220, 20003226, 20003242, 20003268, 20003296, 20003298, 20003299, 20003300, 20003334, 20003342, 20003366, 20003389, 20003394, 20003408, 20003446, 20003453, 20003454, 20003462, 20003476, 20003510, 20003532, 20003542, 20003569, 20003582, 20003623, 20003641, 20003656, 20003659, 20003669, 20003671, 20003691, 20003717, 20003736, 20003742, 20003756, 20003780, 20003782, 20003794, 20003798, 20003801, 20003804, 20003806, 20003818, 20003874, 20003876, 20003904, 20003909, 20003918, 20003943, 20003966, 20003975, 20004005, 20004017, 20004047, 20004073, 20004087, 20004098, 20004103, 20004121, 20004127, 20004165, 20004176, 20004179, 20004204, 20004215, 20004242, 20004260, 20004285, 20004308, 20004369, 20004370, 20004373, 20004397, 20004437, 20004496, 20004513, 20004542, 20004590, 20004591, 20004599, 20004613, 20004645, 20004654, 20004659, 20004691, 20004711, 20004715, 20004739, 20004751, 20004767, 20004786, 20004786, 20004797, 20004823, 20004824, 20004836, 20004854, 20004886, 20004890, 20004898, 20004899, 20004913, 20004936, 20004936, 20004945, 20004949, 20004969, 20004979, 20004987, 20004996, 20005016, 20005054, 20005069, 20005072, 20005079, 20005102, 20005106, 20005135, 20005226, 20005287, 20005299, 20005302, 20005311, 20005314, 20005334, 20005339, 20005385, 20005397, 20005420, 20005436, 20005510, 20005511, 20005538, 20005538, 20005550, 20005553, 20005570, 20005596, 20005603, 20005622, 20005624, 20005663, 20005681, 20005725, 20005749, 20005756, 20005770, 20005780, 20005795, 20005795, 20005805, 20005811, 20005811, 20005829, 20005893, 20005899, 20005906, 20005950, 20005952, 20005954, 20005957, 20005965, 20006014, 20006053, 20006060, 20006067, 20006070, 20006074, 20006075, 20006082, 20006110, 20006129, 20006153, 20006186, 20006216, 20006231, 20006236, 20006243, 20006273, 20006304, 20006314, 20006336, 20006345, 20006354, 20006357, 20006363, 20006377, 20006407, 20006411, 20006442, 20006453, 20006496, 20006501, 20006526, 20006542, 20006556, 20006569, 20006580, 20006596, 20006598, 20006599, 20006600, 20006612, 20006688, 20006693, 20006702, 20006721, 20006732, 20006753, 20006763, 20006780, 20006831, 20006845, 20006856, 20006856, 20006869, 20006898, 20006926, 20006927, 20006941, 20006942, 20006980, 20006980, 20006997, 20007018, 20007023, 20007034, 20007049, 20007056, 20007108, 20007131, 20007144, 20007152, 20007156, 20007163, 20007176, 20007255, 20007258, 20007271, 20007299, 20007327, 20007330, 20007363, 20007364, 20007365, 20007399, 20007424, 20007425, 20007437, 20007461, 20007467, 20007475, 20007501, 20007511, 20007557, 20007584, 20007620, 20007620, 20007626, 20007634, 20007644, 20007681, 20007682, 20007691, 20007714, 20007722, 20007723, 20007737, 20007748, 20007750, 20007753, 20007768, 20007784, 20007812, 20007833, 20007840, 20007858, 20007885, 20007889, 20007896, 20007981, 20008002, 20008012, 20008035, 20008080, 20008129, 20008148, 20008150, 20008152, 20008170, 20008182, 20008217, 20008231, 20008261, 20008261, 20008265, 20008273, 20008295, 20008297, 20008323, 20008380, 20008402, 20008412, 20008448, 20008479, 20008485, 20008511, 20008520, 20008569, 20008624, 20008656, 20008663, 20008671, 20008704, 20008750, 20008800, 20008817, 20008876, 20008893, 20008903, 20008909, 20008910, 20008917, 20008947, 20008966, 20009009, 20009047, 20009056, 20009066, 20009108, 20009162, 20009172, 20009211, 20009212, 20009244, 20009254, 20009263, 20009266, 20009272, 20009324, 20009326, 20009329, 20009332, 20009354, 20009385, 20009416, 20009432, 20009434, 20009435, 20009438, 20009456, 20009471, 20009489, 20009551, 20009651, 20009669, 20009671, 20009674, 20009675, 20009692, 20009702, 20009704, 20009742, 20009745, 20009773, 20009806, 20009837, 20009845, 20009849, 20009853, 20009907, 20009917, 20009918, 20009932, 20009958, 20009960, 20009999, 20101486, 20101645, 20102810, 20102876, 20103423, 20103708, 20104182, 20104851, 20105705, 20107624, 20108178, 20108248, 20109805, 21000322, 21000329, 21000424, 21000482, 21000514, 21001054, 21001549, 21002043, 21002201, 21002340, 21002524, 21002660, 21003000, 21003021, 21003088, 21003089, 21003174, 21003667, 21003755, 21004047, 21004155, 21004278, 21004477, 21004496, 21004590, 21004591, 21004599, 21004693, 21004765, 21004898, 21005150, 21005586, 21005652, 21005745, 21006025, 21006069, 21006218, 21006452, 21006548, 21006607, 21006651, 21006714, 21006790, 21007049, 21007054, 21007246, 21007327, 21007419, 21007448, 21007758, 21007759, 21007885, 21008162, 21008194, 21008265, 21008337, 21008452, 21008511, 21008992, 21009300, 21009471, 21009725, 21009727, 21009958, 21009972, 21100000, 21100003, 21100015, 21100025, 21100033, 21100073, 21100073, 21100104, 21100201, 21100232, 21100235, 21100277, 21100326, 21100398, 21100426, 21100496, 21100590, 21100595, 21100610, 21100660, 21100665, 21100726, 21100829, 21100897, 21100899, 21100957, 21101015, 21101025, 21101071, 21101095, 21101146, 21101199, 21101218, 21101244, 21101289, 21101365, 21101433, 21101486, 21101547, 21101571, 21101615, 21101645, 21101710, 21101710, 21101729, 21101740, 21101818, 21101833, 21101902, 21101950, 21101984, 21102016, 21102099, 21102105, 21102130, 21102137, 21102191, 21102253, 21102269, 21102302, 21102341, 21102469, 21102495, 21102509, 21102514, 21102540, 21102609, 21102611, 21102667, 21102728, 21102735, 21102752, 21102761, 21102810, 21102880, 21102889, 21103005, 21103023, 21103063, 21103082, 21103155, 21103206, 21103220, 21103226, 21103237, 21103245, 21103292, 21103363, 21103371, 21103381, 21103392, 21103517, 21103532, 21103582, 21103590, 21103602, 21103691, 21103708, 21103775, 21103785, 21103873, 21103875, 21104023, 21104065, 21104149, 21104162, 21104182, 21104273, 21104344, 21104367, 21104370, 21104418, 21104449, 21104458, 21104515, 21104539, 21104547, 21104558, 21104565, 21104568, 21104725, 21104754, 21104762, 21104818, 21104820, 21104828, 21104851, 21104901, 21104917, 21104917, 21104917, 21104958, 21104983, 21104996, 21105011, 21105014, 21105020, 21105054, 21105092, 21105139, 21105164, 21105166, 21105242, 21105255, 21105269, 21105410, 21105463, 21105550, 21105556, 21105588, 21105600, 21105618, 21105640, 21105787, 21105833, 21105845, 21105898, 21105925, 21105994, 21106058, 21106080, 21106163, 21106181, 21106221, 21106345, 21106445, 21106482, 21106555, 21106568, 21106596, 21106630, 21106634, 21106668, 21106682, 21106710, 21106730, 21106815, 21106821, 21106825, 21106853, 21106867, 21106910, 21106930, 21107046, 21107049, 21107052, 21107060, 21107063, 21107069, 21107092, 21107115, 21107157, 21107188, 21107196, 21107203, 21107249, 21107251, 21107263, 21107270, 21107275, 21107279, 21107336, 21107336, 21107345, 21107371, 21107410, 21107424, 21107425, 21107460, 21107474, 21107574, 21107582, 21107608, 21107627, 21107642, 21107660, 21107705, 21107724, 21107835, 21107861, 21107921, 21107957, 21107959, 21107982, 21107985, 21107999, 21108037, 21108053, 21108149, 21108172, 21108197, 21108250, 21108252, 21108261, 21108297, 21108297, 21108317, 21108337, 21108478, 21108510, 21108520, 21108525, 21108537, 21108552, 21108574, 21108599, 21108601, 21108659, 21108714, 21108836, 21108857, 21108922, 21108969, 21108977, 21109236, 21109277, 21109280, 21109314, 21109336, 21109352, 21109388, 21109466, 21109473, 21109538, 21109575, 21109594, 21109699, 21109771, 21109794, 21109805, 21109818, 21109822, 21109837, 21109840, 21109851, 21109918, 21109946, 21109975, 21109980, 21109984, 21109997]",1080
